title,price,author,description,Publisher,Pages,Edition,Genre,Language,Binding,Return Policy,Payment Policy,Rating
"['Kiran Railway Reasoning + Math (Hindi) Combo\xa0\xa0(Paperback, Hindi, KIRAN)']",['₹700'],['KIRAN'],[''],['Publisher: KIRAN PUBLICATION'],['1200 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Srimad Bhagavad Gita\xa0\xa0(Hardcover, Hindi, SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD)']",['₹239'],['SHRI SHRIMAD A.C BHAKTI VEDANT SWAMI PARBHUPAD'],[''],['Publisher: BHAKTI VEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['Quantitative Aptitude for CAT | 11th Edition (Latest) | Quant | CAT Preparation Exam Book 2025 | Previous Years Solved Papers (PYQ) | McGraw Hill edge Access: Mock Tests, Expert Sessions & Strategies\xa0\xa0(Paperback, Arun Sharma)']",['₹608'],['Arun Sharma'],[''],['Publisher: McGraw Hill'],['Pages: 910'],"['Edition: 11, 2024']",['Genre: Book'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Bharat Ka Samvidhan\xa0\xa0(Paperback, Hindi, Dr. B.R. Ambedkar)']",['₹127'],['Dr. B.R. Ambedkar'],[''],['Publisher: Buddham publisher'],['271 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['RRB GROUP-D Science 2025 Book In Hindi By Ankit Bhati Sir\xa0\xa0(Paperback, Hindi, ANKIT BHATI SIR)']",['₹199'],['ANKIT BHATI SIR'],['RRB GROUP-D Science 2025 Book in Hindi By Ankit Bhati Sir'],['Publisher: ROJGAR PUBLICATION'],['130 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['ATOMIC HABITS\xa0\xa0(Paperback, JAMES CLEAR)']",['₹155'],['JAMES CLEAR'],[''],['Publisher: RABZOT'],['Pages: 320'],"['Edition: 1, 2024']",[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Basic Mathematics Guide Book for Jnv, Sainik School (Aissee), Rms, Class 5-8 and Other Entrance & Competitive Exams\xa0\xa0(English, Paperback, unknown)']",['₹286'],['unknown'],"['Radian’s Basic Mathematics Guide Book for JNV, Sainik School (AISSEE), RMS, Class 5-8, and other Competitive Exams in English 2024. Study Material Based on New Syllabus. This is Basic maths chapterwise topic-wise complete study guidebook with shortcut tricks and detailed solutions. The book contains adequate study and practice material with detailed explanatory answers. The book is highly recommended for the aspirants to prepare for Sainik school entrance exam (AISSEE), Jawahar Navodaya Vidyalaya(JNV), Rashtriya Military School (RMS), Netarhat Residential School, Simultala Residential School, Central Hindu School, VidyaGyan School, Eklavya Adarsh Awasiya Vidyalaya, and other entrance and all government exams, etc.']",['Publisher: Radian Book Company'],['Pages: 544'],"['Edition: 1, 2023']",['Genre: Juvenile Nonfiction'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['S.K. Books Agniveer Bhartiya Thalsena General Duty Combo Set (Guide And Practice Book) In HINDI\xa0\xa0(Paperback, Hindi, Ramsingh Yadav, Yajvendra Yadav)']",['₹323'],[''],[''],['Publisher: S.K. BOOKS'],['600 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pashu Aarogyam Fourth Edition Vol 1 & 2 | Pashu Arogyam\xa0\xa0(Paperback, Hindi, Dr.Sheelendra Kumar Tanwar)']","['₹1,220']",['Dr.Sheelendra Kumar Tanwar'],[''],['Publisher: Pashu Arogyam'],['574 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Fitter Theory For Competitive Exams [Useful For ALP/Technician, Jr. Instructor, UPRVUNL TG2, DMRC, DRDO, ISRO, BSPHCL, MPTO, BARC Etc.]\xa0\xa0(Paperback, Hindi, Er. Mahendra Pindel, Dinesh Choudhary, Rajkamal Singh)']",['₹271'],[''],"[""It is a unique book of Fitter Theory for competitive exams and ITI students. Book is written in direction and by well known and topmost technical expert Er. Mahendra Pindel. Book is written in easy Hindi language with all elementary points and facts. Complete theory given chapterwise, objective questions of previous year exams are given with each chapter. Required Images, diagrams also included in each chapter. It is very useful book for preparation of competitive exams like ALP/Technician, Junior Instructor, UPRVUNL TG2, DMRC, LMRC, JMRC, NMRC Maintainers, DRDO, ISRO, BSPHCL, MPTO, BARC, BHEL and many more. Book is completly bases on latest exam pattern and syllabus recommonded by 'NIMI'""]",['Publisher: Pindel Readers Publication'],['440 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['SSC MTS 2024 : 2430 TCS MCQ Chapter Wise English Medium\xa0\xa0(Paperback, Pinnacle Publications)']",['₹240'],['Pinnacle Publications'],"[""This is MTS (Multi Tasking Staff) chapter wise book with 2430 TCS MCQs. In this book previous year's questions and their solutions are given. This will help you to understand the exam pattern, the types of questions asked, and the level of difficulty. This book comes with All 4 subjects ie : maths, reasoning, english & General Studies, These are latest exam  questions asked by TCS in MTS (multi tasking staff) exam between 1st Nov 2023 to 14th Nov 2023. This book is highly useful for your upcoming MTS exam in 2024. You will find the best arranged questions, high quality paper, high quality binding, no water mark for your distraction free preparation.""]",['Publisher: Pinnacle Publications'],['236 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['English Speaking Course Book by Spoken English Guru  - Complete Basic to Advance Grammar & Spoken Topics\xa0\xa0(Paperback, Pooja Rana, Bikrant Rana, Aditya Rana)']",['₹220'],[''],"[""This book is the part of 90 Days English Speaking Course (Latest edition) of Spoken English Guru Brand. It's written by Aditya Sir. It's a must-buy for all Hindi medium students. This book covers complete grammar and spoken topics from basic to advanced level. The whole material is written in Hindi and English. It has a mini dictionary on the last few pages.""]",['Publisher: spoken english guru'],['Pages: 256'],"['Edition: Latest Edition 2024, 2024']",['Genre: English Education'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['The Hard Thing About Hard Things - Building A Business When There are No Easy Answers (English, paperback, Horowitz Ben)\xa0\xa0(Paperback, Horowitz Ben)']",['₹171'],[''],[''],['Publisher: Bookish'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Mission Cho Guide\xa0\xa0(PAPAERBACK, M. L. SainiL, R. Solanki)']",['₹460'],[''],"['Mission Cho Guide - NHM CHO best Book/Coloured/English/3nd Edition-2025  (English, Paperback, Saini M.L.)']",['Publisher: Mission High Publication'],['430 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['BlackBook Of General Awareness March 2024 By Nikhil Gupta\xa0\xa0(Paperback, Nikhil Gupta)']",['₹543'],['Nikhil Gupta'],[''],['Publisher: Gupta Edutech'],['696 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],[''],['4.5']
"['Environment by Shankar IAS Academy\xa0\xa0(Paperback, Shankar IAS Academy)']",['₹300'],['Shankar IAS Academy'],[''],['Publisher: ENVIRONMENT By Shankar'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['3.7']
"['A Complete Book On Data Interpretation & Analysis And A Complete Book For Seating Arrangement And Puzzles (A Combined Set Of Two Books) Third Edition\xa0\xa0(Paperback, Adda247 Publications)']",['₹649'],['Adda247 Publications'],[''],['Publisher: Adda247 Publications'],['940 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['The Miracle Morning + Deep Work\xa0\xa0(Paperback, Hal Elrod, Cal Newport)']",['₹315'],[''],[''],['Publisher: Goel Prakashan And WOW Publishings'],['476 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['The Psychology Of Money - Hindi Edition (Dhan -Sampatti Ka Manovigyan)\xa0\xa0(Paperback, Hindi, Morgan Housel)']",['₹160'],['Morgan Housel'],"[""The Hindi edition of The Psychology of Money. Lessons about money, greed, and contentment that never expire Knowing something doesn't always translate into financial success. It has to do with your behavior. Even for extremely intelligent people, conduct is difficult to teach. Most people believe that managing money, investing it, and making business decisions require extensive mathematical calculations where data and formulas tell us exactly what to do. However, people don't make financial decisions in the real world using a spreadsheet. They are created at the dinner table or in a meeting space, when personal background, your distinct worldview, ego, pride, marketing, and strange incentives are mixed.""]",['Publisher: Yadav Brothers'],['236 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['2024-25 RRB JE Stage-II Electronics & Allied Engineering Solved Papers 640 995\xa0\xa0(Paperback, Hindi, YCT EXPERT TEAM)']",['₹687'],['YCT EXPERT TEAM'],['2024-25 RRB JE Stage-II Electronics & Allied Engineering Solved Papers 640 995. This book contains 126 sets ofsolved papers and 4976 objective questions.'],['Publisher: Youth Competition Times'],['640 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Drug Therapy-Practice Of Medicine-With All Current Medicines\xa0\xa0(Paperback, Hindi, Dr. J S CHAUHAN)']",['₹410'],['Dr. J S CHAUHAN'],[''],['Publisher: MEDICO REFRESHER PUBLICATIONS'],['600 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.1']
"['Shrimad Bhagwat Geeta Yathroop In Hindi\xa0\xa0(Hardcover, Hindi, A.C BHAKTIVEDANT SWAMI SHRILA PRABHUPAD)']",['₹265'],['A.C BHAKTIVEDANT SWAMI SHRILA PRABHUPAD'],[''],['Publisher: BHAKTIVEDANT BOOK TRUST'],['644 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.7']
"['The Viral Maths Brahmastra For Maths Calculation For Competitive Exams RBI,SBI,IBPS,SSC,Railway\xa0\xa0(Paperback, Navneet Tiwari Sir)']",['₹175'],['Navneet Tiwari Sir'],[''],['Publisher: Adda247 Publications'],['319 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Ikigai+ The Psychology Of Money+ Atomic Habits ( Motivational 3 Books) [Paperback] Francess Mirellas Hector Garcia; James Clear And Morgan Housel\xa0\xa0(Paperback, Francess Mirellas, Morgan Housel, James Clear)']",['₹298'],[''],['????? ????? ??? ??????? ????????? ????????? ????? ?????? ?????'],['Publisher: Reading Store'],['641 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"[""(English Medium) RRB JE MECHANICAL & ALLIED ENGINEERING CHAPTERWISE SOLVED PAPER 2024\xa0\xa0(Paperback, YOUTH COMPETITION TIME'S)""]",['₹455'],"[""YOUTH COMPETITION TIME'S""]",[''],"[""Publisher: YOUTH COMPETITION TIME'S""]",['560 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Jee Mains (22 Years) and Advance Pyq (46 Years) Physics, Chemistry, Mathematics Combo\xa0\xa0(English, Paperback, unknown)']","['₹2,117']",['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['The psychology of money  - paperback, Morgan housel book with 1 Disc\xa0\xa0(Paperback, Morgan housel)']",['₹225'],['Morgan housel'],[''],['Publisher: Jaico public house'],['Pages: 242'],"['Edition: 1st Edition, 2020']","['Genre: self help books, personal growth books']",[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['The Holy Quran Urdu Translation Roman English & Transliteration\xa0\xa0(Hardcover, Allah, Abdul Haleem elyasi, Fahemuddin Qari)']",['₹511'],[''],[''],['Publisher: Huda publication'],['620 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.8']
"['Static G.k By Naveen Sharma Sir ( 2nd Edition ) In HIndi With Evidya General Awareness | Useful For All Compitative Exams | 2025 [ Combo Pack Of 2 ]\xa0\xa0(Paperback, Hindi, Naveen Sharma Sir & Evidya)']",['₹249'],['Naveen Sharma Sir & Evidya'],[''],['Publisher: Rojgar & Evidya'],['450 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['']
"['Breaking The Habit Of Being Yourself\xa0\xa0(Paperback, Joe Dispenza)']",['₹220'],['Joe Dispenza'],['This Book is Written by Joe Dispenza it is a Paperback Product and Published by Hay House Licence PRH'],['Publisher: Hay House Licence PRH'],['337 Pages'],[None],[None],['Language: English'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['Delhi Police Computer Book | Delhi Police Best Computer Book | Computer Book For Govt Competitive Exams | Computer Book Last Exam | Mohan Saini | 2023\xa0\xa0(Paperback, Hindi, mohan saini)']",['₹280'],['mohan saini'],['Delhi Police Constable Computer Book | computer book for ssc | computer book in hindi | last exam mohan saini'],['Publisher: last exam publication'],['235 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['The 48 Laws of Power\xa0\xa0(Paperback, Robert Greene)']",['₹249'],[''],[''],['Publisher: Profile Books'],[None],[None],[None],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Osho Bestsellers In Hindi|- Jeevan Jine Ki Kala + Dhyan Sutra (Set of 2 Books)\xa0\xa0(Paperback, Osho)']",['₹194'],['Osho'],[''],['Publisher: Diamond Books'],['Pages: 332'],"['Edition: 1st, 2022']",['Genre: Religion & Spirituality'],[None],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.5']
"['2022-23 RRB JE CBT Stage II Exam\xa0\xa0(Paperback, Hindi, YCT EXPERT TEAM)']",['₹287'],['YCT EXPERT TEAM'],"['2022-23 RRB JE CBT Stage II Exam Environment, Computer, Science & General Knowledge  Study Material']",['Publisher: Youth Conmpetition Times'],['288 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
"['Delhi Police Computer Book | Delhi Police Best Computer Book | Computer Book For Govt Competitive Exams | Computer Book Last Exam | Mohan Saini | 2023\xa0\xa0(Perfect Paperback, Hindi, Mohan Saini)']",['₹260'],['Mohan Saini'],['Delhi Police Constable Computer Book | computer book for ssc | computer book in hindi | last exam mohan saini'],['Publisher: Last Exam Publication'],['235 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Pw Jee Mains 22 Years and Advance Pyq 46 Years Physics\xa0\xa0(English, Paperback, unknown)']",['₹520'],['unknown'],[''],['Publisher: Physics Wallah Private Limited'],[None],"['Edition: 2024, 2024']",['Genre: Technology & Engineering'],['Language: English'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['Bharat Ki Rajvyavastha (Indian Polity Hindi ) for UPSC| 7th Edition | Civil Services Exam | State Administrative Exams  - Mpsc with 1 Disc\xa0\xa0(Hindi, Paperback, Laxmikanth M.)']",['₹666'],['Laxmikanth M.'],[''],['Publisher: McGraw Hill Education India'],['Pages: 744'],"['Edition: 7, 2023']",['Genre: Education'],['Language: Hindi'],['Binding: Paperback'],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.4']
"['One Liner Approach Samanya Gyan NCERT Pattern\xa0\xa0(Paperback, Hindi, S.N. Prasad)']",['₹238'],['S.N. Prasad'],[''],['Publisher: Kiran Prakashan'],['990 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.3']
"['Fitter Theory For Competitive Exams [Useful For ALP/Technician, Jr. Instructor, UPRVUNL TG2, DMRC, DRDO, ISRO, BSPHCL, MPTO, BARC Etc.]\xa0\xa0(Paperback, Hindi, Er. Mahendra Pindel, Dinesh Choudhary, Rajkamal Singh)']",['₹271'],[''],"[""It is a unique book of Fitter Theory for competitive exams and ITI students. Book is written in direction and by well known and topmost technical expert Er. Mahendra Pindel. Book is written in easy Hindi language with all elementary points and facts. Complete theory given chapterwise, objective questions of previous year exams are given with each chapter. Required Images, diagrams also included in each chapter. It is very useful book for preparation of competitive exams like ALP/Technician, Junior Instructor, UPRVUNL TG2, DMRC, LMRC, JMRC, NMRC Maintainers, DRDO, ISRO, BSPHCL, MPTO, BARC, BHEL and many more. Book is completly bases on latest exam pattern and syllabus recommonded by 'NIMI'""]",['Publisher: Pindel Readers Publication'],['440 Pages'],[None],[None],['Language: Hindi'],[None],['7 Days Replacement Policy?'],['Cash on Delivery available?'],['4.2']
